Transaction_ID,Date,Account_Type,Transaction_Amount,Cash_Flow,Net_Income,Revenue,Expenditure,Profit_Margin,Debt-to-Equity_Ratio,Operating_Expenses,Gross_Profit,Transaction_Volume,Processing_Time_seconds,Accuracy_Score,Missing_Data_Indicator,Normalized_Transaction_Amount,Transaction_Outcome,Month_Year,Month,Month_Num,Quarter,Year,DayOfWeek,Net_Profit,OpEx_Ratio,Success_Flag
881,2027-05-31,Expense,2637,1657,1175,4128,1898,0.2917,1.593,3066,2614,4,1.7595,0.8357,1,0.5174,1,2027-05,May,5,2,2027,Monday,2230,0.7427,Success
882,2027-06-01,Asset,3501,3309,1777,1185,2423,0.4631,2.5665,3264,3003,4,1.5819,0.874,0,0.694,1,2027-06,June,6,2,2027,Tuesday,-1238,2.7544,Success
883,2027-06-02,Asset,1877,3863,3742,4022,225,0.2614,1.5078,1033,1109,9,1.1105,0.8467,0,0.362,1,2027-06,June,6,2,2027,Wednesday,3797,0.2568,Success
884,2027-06-03,Revenue,3452,622,1730,757,847,0.347,0.8506,4089,3441,4,1.738,0.9195,0,0.684,1,2027-06,June,6,2,2027,Thursday,-90,5.4016,Success
885,2027-06-04,Liability,3880,3088,3213,4724,2497,0.2972,1.7466,1117,1494,9,1.2726,0.9754,0,0.7715,1,2027-06,June,6,2,2027,Friday,2227,0.2365,Success
886,2027-06-05,Liability,4294,2076,3155,3291,3766,0.5903,2.5391,900,2531,3,1.5545,0.9667,0,0.8561,1,2027-06,June,6,2,2027,Saturday,-475,0.2735,Success
887,2027-06-06,Liability,4801,924,460,450,803,0.6896,2.1978,3045,1020,7,1.1533,0.8599,0,0.9597,1,2027-06,June,6,2,2027,Sunday,-353,6.7667,Success
888,2027-06-07,Asset,2370,3521,1786,3155,1673,0.7292,2.9882,1817,3328,7,0.718,0.8898,0,0.4628,1,2027-06,June,6,2,2027,Monday,1482,0.5759,Success
889,2027-06-08,Expense,2285,721,1775,1963,2181,0.7438,1.8265,3860,847,4,1.9792,0.9686,0,0.4454,1,2027-06,June,6,2,2027,Tuesday,-218,1.9664,Success
890,2027-06-09,Revenue,1276,1179,1225,1963,1604,0.3935,1.668,4711,619,9,0.7343,0.9568,0,0.2392,1,2027-06,June,6,2,2027,Wednesday,359,2.3999,Success
891,2027-06-10,Asset,4573,828,1468,3367,2330,0.6391,1.532,2617,2074,1,0.9063,0.9122,0,0.9131,1,2027-06,June,6,2,2027,Thursday,1037,0.7772,Success
892,2027-06-11,Liability,2840,1296,3783,1833,3377,0.4077,1.3845,4754,1306,1,1.1838,0.8745,0,0.5589,1,2027-06,June,6,2,2027,Friday,-1544,2.5936,Success
893,2027-06-12,Liability,2929,3449,2017,2089,3764,0.2682,2.3838,121,2034,3,0.8553,0.8976,0,0.5771,1,2027-06,June,6,2,2027,Saturday,-1675,0.0579,Success
894,2027-06-13,Expense,4357,3271,2917,1897,2119,0.6614,2.8339,1763,1329,5,1.207,0.9317,0,0.869,1,2027-06,June,6,2,2027,Sunday,-222,0.9294,Success
895,2027-06-14,Revenue,4657,3225,2750,1455,247,0.4579,1.13,1586,2508,6,1.1636,0.9376,0,0.9303,1,2027-06,June,6,2,2027,Monday,1208,1.09,Success
896,2027-06-15,Liability,3614,2716,223,2535,3355,0.2607,2.6041,3367,753,5,1.7416,0.9233,0,0.7171,1,2027-06,June,6,2,2027,Tuesday,-820,1.3282,Success
897,2027-06-16,Expense,2199,4469,1002,2076,3666,0.3751,1.3873,565,2275,7,1.2935,0.8099,0,0.4278,1,2027-06,June,6,2,2027,Wednesday,-1590,0.2722,Success
898,2027-06-17,Asset,1875,1649,461,558,1480,0.5762,2.7166,3138,3618,1,1.0077,0.9444,0,0.3616,1,2027-06,June,6,2,2027,Thursday,-922,5.6237,Success
899,2027-06-18,Expense,943,1849,2771,935,2439,0.469,2.2532,1463,2500,4,1.2833,0.9029,0,0.1711,1,2027-06,June,6,2,2027,Friday,-1504,1.5647,Success
900,2027-06-19,Revenue,1901,766,430,690,611,0.7183,2.6434,1680,3820,1,1.6063,0.9092,0,0.3669,1,2027-06,June,6,2,2027,Saturday,79,2.4348,Success
901,2027-06-20,Expense,837,1162,2752,4032,2579,0.6237,2.5009,769,703,7,1.1905,0.8807,0,0.1494,1,2027-06,June,6,2,2027,Sunday,1453,0.1907,Success
902,2027-06-21,Asset,3389,2992,2956,4993,2106,0.4712,0.7355,497,2181,7,0.7766,0.9512,0,0.6711,1,2027-06,June,6,2,2027,Monday,2887,0.0995,Success
903,2027-06-22,Asset,4368,2024,208,4922,1830,0.512,2.6997,881,3436,9,1.6721,0.8479,0,0.8712,1,2027-06,June,6,2,2027,Tuesday,3092,0.179,Success
904,2027-06-23,Revenue,4978,510,3432,728,880,0.4971,0.9542,2981,2441,9,0.76,0.8061,0,0.9959,1,2027-06,June,6,2,2027,Wednesday,-152,4.0948,Success
905,2027-06-24,Expense,3074,529,2719,3374,829,0.4716,0.5621,1319,2741,9,0.9904,0.9601,0,0.6067,1,2027-06,June,6,2,2027,Thursday,2545,0.3909,Success
906,2027-06-25,Liability,3258,1853,3166,1907,1799,0.4525,1.5756,405,689,7,1.1912,0.9707,0,0.6443,1,2027-06,June,6,2,2027,Friday,108,0.2124,Success
907,2027-06-26,Expense,215,3414,3119,1947,3872,0.4013,2.539,3533,609,6,0.7668,0.8535,0,0.0223,1,2027-06,June,6,2,2027,Saturday,-1925,1.8146,Success
908,2027-06-27,Expense,4872,3228,1067,1390,1456,0.585,1.3781,666,3421,1,0.8045,0.8556,0,0.9742,1,2027-06,June,6,2,2027,Sunday,-66,0.4791,Success
909,2027-06-28,Revenue,2575,2299,1173,3414,3264,0.3115,0.7582,1944,3287,2,1.1159,0.9519,0,0.5047,1,2027-06,June,6,2,2027,Monday,150,0.5694,Success
910,2027-06-29,Expense,4873,3282,1647,4519,3335,0.2205,2.0967,3301,2325,8,1.7992,0.8816,0,0.9744,1,2027-06,June,6,2,2027,Tuesday,1184,0.7305,Success
911,2027-06-30,Expense,4077,1301,3347,3695,1951,0.2493,1.9816,4968,241,5,0.9125,0.984,0,0.8117,1,2027-06,June,6,2,2027,Wednesday,1744,1.3445,Success
912,2027-07-01,Revenue,1481,3921,1406,4928,921,0.211,2.1042,2509,3772,3,1.493,0.9767,0,0.2811,1,2027-07,July,7,3,2027,Thursday,4007,0.5091,Success
913,2027-07-02,Revenue,2331,4247,3257,662,1010,0.3942,2.3972,3721,1948,3,1.4598,0.9249,0,0.4548,1,2027-07,July,7,3,2027,Friday,-348,5.6208,Success
914,2027-07-03,Asset,662,1957,3872,1027,3245,0.3829,2.1183,4916,1204,8,0.7863,0.9903,1,0.1137,1,2027-07,July,7,3,2027,Saturday,-2218,4.7868,Success
915,2027-07-04,Revenue,2463,587,2555,3831,3133,0.2532,2.0149,1683,2913,2,1.352,0.9337,1,0.4818,1,2027-07,July,7,3,2027,Sunday,698,0.4393,Success
916,2027-07-05,Asset,347,2962,3917,356,3003,0.5912,2.1728,752,744,2,1.4653,0.9981,0,0.0493,1,2027-07,July,7,3,2027,Monday,-2647,2.1124,Success
917,2027-07-06,Liability,2206,4255,2602,1839,3556,0.5863,1.6031,985,1151,4,1.1098,0.8894,0,0.4293,1,2027-07,July,7,3,2027,Tuesday,-1717,0.5356,Success
918,2027-07-07,Asset,675,666,2269,1925,1541,0.2448,1.1589,1485,3836,8,0.6975,0.8133,0,0.1163,1,2027-07,July,7,3,2027,Wednesday,384,0.7714,Success
919,2027-07-08,Liability,4916,1705,3101,3644,2307,0.4908,1.521,628,2496,6,0.573,0.9605,0,0.9832,1,2027-07,July,7,3,2027,Thursday,1337,0.1723,Success
920,2027-07-09,Asset,4787,907,2372,4938,2433,0.7848,2.8748,4095,2142,8,1.1053,0.9353,0,0.9569,1,2027-07,July,7,3,2027,Friday,2505,0.8293,Success
921,2027-07-10,Revenue,268,1588,2774,2347,100,0.5652,1.0942,4736,2714,8,1.4591,0.8306,1,0.0331,1,2027-07,July,7,3,2027,Saturday,2247,2.0179,Success
922,2027-07-11,Expense,2411,2637,3490,4812,3378,0.6035,0.5593,871,1856,1,0.8915,0.9611,0,0.4712,1,2027-07,July,7,3,2027,Sunday,1434,0.181,Success
923,2027-07-12,Expense,1570,3480,3427,382,129,0.5019,1.9443,739,2365,1,1.6712,0.832,0,0.2993,1,2027-07,July,7,3,2027,Monday,253,1.9346,Success
924,2027-07-13,Asset,1369,1599,1426,3897,3080,0.6561,2.6888,3158,3726,6,1.2278,0.838,0,0.2582,1,2027-07,July,7,3,2027,Tuesday,817,0.8104,Success
925,2027-07-14,Revenue,713,674,3819,2505,703,0.2059,1.516,3596,2583,5,1.9063,0.8352,0,0.1241,1,2027-07,July,7,3,2027,Wednesday,1802,1.4355,Success
926,2027-07-15,Asset,3111,4192,964,1677,3889,0.7595,1.9315,1287,1042,7,1.9213,0.8414,0,0.6143,1,2027-07,July,7,3,2027,Thursday,-2212,0.7674,Success
927,2027-07-16,Liability,3959,1061,1308,756,2163,0.3042,0.7158,4554,1749,7,0.9412,0.8244,0,0.7876,1,2027-07,July,7,3,2027,Friday,-1407,6.0238,Success
928,2027-07-17,Expense,4275,1080,1029,1783,370,0.4863,2.1415,4476,2717,8,1.6086,0.9995,0,0.8522,1,2027-07,July,7,3,2027,Saturday,1413,2.5104,Success
929,2027-07-18,Asset,1264,1792,2577,3878,3280,0.4954,0.6639,1594,305,6,1.6554,0.947,1,0.2367,1,2027-07,July,7,3,2027,Sunday,598,0.411,Success
930,2027-07-19,Revenue,1934,1122,701,1830,1388,0.4311,1.8437,2445,2242,8,0.7893,0.825,0,0.3737,1,2027-07,July,7,3,2027,Monday,442,1.3361,Success
931,2027-07-20,Asset,3322,3832,2177,4553,1807,0.4436,2.4121,531,2997,3,1.4979,0.8191,0,0.6574,1,2027-07,July,7,3,2027,Tuesday,2746,0.1166,Success
932,2027-07-21,Asset,1684,4137,252,1578,1277,0.4887,2.1864,2542,2088,1,1.6632,0.956,0,0.3226,1,2027-07,July,7,3,2027,Wednesday,301,1.6109,Success
933,2027-07-22,Expense,1649,543,3184,4269,1101,0.4045,2.0741,3454,2606,6,1.9984,0.9375,0,0.3154,1,2027-07,July,7,3,2027,Thursday,3168,0.8091,Success
934,2027-07-23,Asset,342,4187,2631,1120,2078,0.5471,1.7597,1586,653,2,1.7721,0.9577,0,0.0482,1,2027-07,July,7,3,2027,Friday,-958,1.4161,Success
935,2027-07-24,Expense,352,3292,3751,3457,1183,0.3543,2.5928,2434,2169,4,1.7469,0.9311,0,0.0503,1,2027-07,July,7,3,2027,Saturday,2274,0.7041,Success
936,2027-07-25,Expense,1928,2686,3392,995,734,0.4009,1.7904,1806,2330,2,0.5143,0.8183,0,0.3724,1,2027-07,July,7,3,2027,Sunday,261,1.8151,Success
937,2027-07-26,Revenue,4717,3087,979,551,2346,0.2962,1.5116,3472,1428,5,1.7258,0.9383,0,0.9426,1,2027-07,July,7,3,2027,Monday,-1795,6.3013,Success
938,2027-07-27,Liability,1921,1680,655,3683,3545,0.5838,2.3684,165,1409,3,0.9011,0.822,1,0.371,1,2027-07,July,7,3,2027,Tuesday,138,0.0448,Success
939,2027-07-28,Revenue,3368,3779,606,4212,3565,0.2287,2.3468,1527,872,3,1.9163,0.883,0,0.6668,1,2027-07,July,7,3,2027,Wednesday,647,0.3625,Success
940,2027-07-29,Revenue,4340,824,3362,4347,1205,0.5721,1.9928,4724,1668,7,1.839,0.9558,1,0.8655,1,2027-07,July,7,3,2027,Thursday,3142,1.0867,Success
941,2027-07-30,Asset,4215,3784,961,1562,3885,0.2211,0.6155,1978,3094,3,0.8681,0.8428,0,0.8399,1,2027-07,July,7,3,2027,Friday,-2323,1.2663,Success
942,2027-07-31,Revenue,3645,2594,1739,3591,265,0.6111,1.644,3085,1988,5,1.7801,0.842,0,0.7234,1,2027-07,July,7,3,2027,Saturday,3326,0.8591,Success
943,2027-08-01,Expense,463,1995,776,4585,2607,0.5253,2.9944,4627,3326,3,1.7472,0.8849,0,0.073,1,2027-08,August,8,3,2027,Sunday,1978,1.0092,Success
944,2027-08-02,Expense,1601,2757,3343,867,3781,0.5912,2.1651,2873,1868,4,1.2962,0.8695,0,0.3056,0,2027-08,August,8,3,2027,Monday,-2914,3.3137,Failure
945,2027-08-03,Liability,813,4424,476,1560,3570,0.4385,2.2972,513,2257,6,1.9889,0.8863,0,0.1445,1,2027-08,August,8,3,2027,Tuesday,-2010,0.3288,Success
946,2027-08-04,Liability,3580,1758,667,362,1334,0.7292,1.5421,1187,1022,4,0.7265,0.9525,0,0.7101,1,2027-08,August,8,3,2027,Wednesday,-972,3.279,Success
947,2027-08-05,Asset,4266,3228,887,866,498,0.5598,1.2709,3381,2035,7,0.828,0.999,1,0.8504,1,2027-08,August,8,3,2027,Thursday,368,3.9042,Success
948,2027-08-06,Expense,235,2047,1485,630,3812,0.2714,1.9649,2868,2767,3,1.5956,0.9905,1,0.0264,0,2027-08,August,8,3,2027,Friday,-3182,4.5524,Failure
949,2027-08-07,Revenue,1635,2343,1251,4870,651,0.2194,0.9176,4380,3854,2,0.6506,0.8545,1,0.3126,1,2027-08,August,8,3,2027,Saturday,4219,0.8994,Success
950,2027-08-08,Revenue,2779,673,905,4486,3600,0.3556,2.9996,2806,3314,8,1.106,0.9917,1,0.5464,1,2027-08,August,8,3,2027,Sunday,886,0.6255,Success
951,2027-08-09,Revenue,3032,3475,2061,2105,324,0.2815,0.6477,1221,3989,7,1.1673,0.9701,0,0.5981,1,2027-08,August,8,3,2027,Monday,1781,0.58,Success
952,2027-08-10,Liability,3790,4155,2515,468,1559,0.6402,1.8824,237,2572,5,1.7609,0.9181,0,0.7531,1,2027-08,August,8,3,2027,Tuesday,-1091,0.5064,Success
953,2027-08-11,Expense,1243,2972,1001,1628,1987,0.7329,2.0008,2482,3904,3,0.8005,0.8013,0,0.2324,1,2027-08,August,8,3,2027,Wednesday,-359,1.5246,Success
954,2027-08-12,Revenue,288,3017,1427,2513,1289,0.4725,0.5177,995,3009,9,1.4984,0.9031,0,0.0372,1,2027-08,August,8,3,2027,Thursday,1224,0.3959,Success
955,2027-08-13,Expense,2265,2979,639,4260,2677,0.3495,1.7629,1453,771,8,0.6018,0.8344,0,0.4413,1,2027-08,August,8,3,2027,Friday,1583,0.3411,Success
956,2027-08-14,Expense,4932,2986,2063,2828,3312,0.7769,2.0211,1829,2147,6,1.2773,0.9262,0,0.9865,1,2027-08,August,8,3,2027,Saturday,-484,0.6467,Success
957,2027-08-15,Expense,3403,4328,1352,4845,2194,0.4384,2.0928,1116,3596,7,1.4721,0.8559,0,0.674,1,2027-08,August,8,3,2027,Sunday,2651,0.2303,Success
958,2027-08-16,Revenue,4479,3313,3902,1838,1595,0.3873,0.7931,373,3030,4,1.7032,0.9648,0,0.8939,1,2027-08,August,8,3,2027,Monday,243,0.2029,Success
959,2027-08-17,Expense,4287,4171,819,2737,1388,0.7882,1.468,3694,1431,9,1.634,0.9781,0,0.8547,1,2027-08,August,8,3,2027,Tuesday,1349,1.3497,Success
960,2027-08-18,Expense,3110,4410,1385,2882,280,0.4754,2.0483,230,2575,6,1.0619,0.8281,0,0.6141,1,2027-08,August,8,3,2027,Wednesday,2602,0.0798,Success
961,2027-08-19,Expense,3387,1086,334,2762,2254,0.3347,2.8927,2893,3589,2,0.969,0.8342,0,0.6707,1,2027-08,August,8,3,2027,Thursday,508,1.0474,Success
962,2027-08-20,Expense,1623,646,2151,2002,2662,0.7935,2.5821,1563,697,9,1.438,0.9674,0,0.3101,1,2027-08,August,8,3,2027,Friday,-660,0.7807,Success
963,2027-08-21,Liability,1821,929,2818,3539,3655,0.2115,2.858,433,3649,5,1.1979,0.882,0,0.3506,1,2027-08,August,8,3,2027,Saturday,-116,0.1224,Success
964,2027-08-22,Liability,2931,1004,1487,4370,3111,0.6904,1.5689,2181,1857,5,0.7105,0.9194,0,0.5775,1,2027-08,August,8,3,2027,Sunday,1259,0.4991,Success
965,2027-08-23,Revenue,1632,4406,759,2354,3133,0.208,2.1785,1444,3186,1,0.8358,0.8175,0,0.3119,1,2027-08,August,8,3,2027,Monday,-779,0.6134,Success
966,2027-08-24,Expense,4825,2984,1756,4221,763,0.523,1.5608,3926,213,6,1.7833,0.98,0,0.9646,1,2027-08,August,8,3,2027,Tuesday,3458,0.9301,Success
967,2027-08-25,Liability,1783,529,3627,1426,912,0.4911,2.0727,294,3071,8,0.8565,0.8238,0,0.3428,1,2027-08,August,8,3,2027,Wednesday,514,0.2062,Success
968,2027-08-26,Revenue,2301,1120,298,694,539,0.6553,1.7308,2840,1072,5,1.2126,0.9365,0,0.4487,1,2027-08,August,8,3,2027,Thursday,155,4.0922,Success
969,2027-08-27,Liability,138,1936,2391,858,1472,0.57,2.2385,3906,193,5,0.9404,0.9342,0,0.0065,1,2027-08,August,8,3,2027,Friday,-614,4.5524,Success
970,2027-08-28,Asset,4352,3685,3423,1263,1358,0.4655,1.9007,3870,2666,8,1.3173,0.832,0,0.8679,1,2027-08,August,8,3,2027,Saturday,-95,3.0641,Success
971,2027-08-29,Expense,2974,2600,226,4398,1982,0.7574,2.6191,1733,2862,8,1.6514,0.8911,0,0.5863,1,2027-08,August,8,3,2027,Sunday,2416,0.394,Success
972,2027-08-30,Asset,3023,2367,3845,1565,2442,0.5493,2.7851,3358,2831,7,1.0253,0.8602,0,0.5963,1,2027-08,August,8,3,2027,Monday,-877,2.1457,Success
973,2027-08-31,Liability,3906,3918,1980,3828,2148,0.423,0.5006,4400,1973,6,1.5157,0.9468,0,0.7768,1,2027-08,August,8,3,2027,Tuesday,1680,1.1494,Success
974,2027-09-01,Expense,1892,1975,517,1568,3399,0.7128,2.7305,653,3474,6,1.8194,0.962,0,0.3651,1,2027-09,September,9,3,2027,Wednesday,-1831,0.4165,Success
975,2027-09-02,Expense,2372,1815,1944,1387,2685,0.4114,2.0678,134,2669,6,0.9675,0.8549,0,0.4632,1,2027-09,September,9,3,2027,Thursday,-1298,0.0966,Success
976,2027-09-03,Liability,3780,3428,1742,2366,3218,0.4373,2.1979,4228,1715,9,1.8482,0.9229,0,0.751,1,2027-09,September,9,3,2027,Friday,-852,1.787,Success
977,2027-09-04,Asset,1765,4114,1365,3323,3337,0.7719,1.1613,1883,2534,6,0.7016,0.9334,0,0.3391,1,2027-09,September,9,3,2027,Saturday,-14,0.5667,Success
978,2027-09-05,Liability,429,4266,3402,505,3253,0.7088,1.401,689,426,9,1.794,0.8336,0,0.066,1,2027-09,September,9,3,2027,Sunday,-2748,1.3644,Success
979,2027-09-06,Asset,2205,863,3175,1507,2403,0.5729,1.9672,1525,3034,7,1.1313,0.9314,0,0.4291,1,2027-09,September,9,3,2027,Monday,-896,1.0119,Success
980,2027-09-07,Asset,2639,2183,2829,2610,2618,0.3329,1.0361,2122,1647,7,0.9362,0.8028,0,0.5178,1,2027-09,September,9,3,2027,Tuesday,-8,0.813,Success
981,2027-09-08,Asset,290,4329,2306,4898,2751,0.5673,2.7695,2002,644,7,1.5578,0.8502,0,0.0376,1,2027-09,September,9,3,2027,Wednesday,2147,0.4087,Success
982,2027-09-09,Asset,4858,1110,2557,1978,3549,0.6343,1.3867,2525,2548,8,1.7885,0.94,0,0.9714,1,2027-09,September,9,3,2027,Thursday,-1571,1.2765,Success
983,2027-09-10,Revenue,4314,3324,1847,883,1522,0.5923,2.3909,4510,2049,9,1.897,0.9261,0,0.8602,1,2027-09,September,9,3,2027,Friday,-639,5.1076,Success
984,2027-09-11,Liability,4706,2399,2444,2141,346,0.6148,1.546,3781,1558,7,1.8387,0.9121,0,0.9403,1,2027-09,September,9,3,2027,Saturday,1795,1.766,Success
985,2027-09-12,Expense,2392,3826,3253,4982,2874,0.5191,2.4771,1666,3150,1,1.6908,0.8746,0,0.4673,1,2027-09,September,9,3,2027,Sunday,2108,0.3344,Success
986,2027-09-13,Liability,1608,3771,1846,4819,177,0.7176,2.2028,2301,2827,5,1.1383,0.8672,0,0.307,1,2027-09,September,9,3,2027,Monday,4642,0.4775,Success
987,2027-09-14,Asset,894,3130,1803,571,3255,0.2982,1.8473,2728,1151,5,1.0863,0.9017,0,0.1611,1,2027-09,September,9,3,2027,Tuesday,-2684,4.7776,Success
988,2027-09-15,Liability,4325,2499,2628,1484,1990,0.269,2.4124,2799,2597,2,0.6,0.8277,0,0.8624,1,2027-09,September,9,3,2027,Wednesday,-506,1.8861,Success
989,2027-09-16,Expense,4001,4136,1415,1620,1049,0.2279,1.845,2710,2662,5,1.1937,0.9079,0,0.7962,1,2027-09,September,9,3,2027,Thursday,571,1.6728,Success
990,2027-09-17,Expense,2801,740,1571,1316,1449,0.4147,1.9926,1897,2568,2,1.7305,0.8704,0,0.5509,1,2027-09,September,9,3,2027,Friday,-133,1.4415,Success
991,2027-09-18,Asset,2770,812,1985,3728,501,0.33,2.1285,4934,1864,4,0.8886,0.9094,0,0.5446,1,2027-09,September,9,3,2027,Saturday,3227,1.3235,Success
992,2027-09-19,Asset,3403,1018,1828,4287,2180,0.7687,2.9081,2348,2854,9,1.6315,0.9791,0,0.674,1,2027-09,September,9,3,2027,Sunday,2107,0.5477,Success
993,2027-09-20,Expense,3354,1022,2745,2765,2464,0.4836,2.8274,1838,205,6,1.5935,0.9928,0,0.6639,1,2027-09,September,9,3,2027,Monday,301,0.6647,Success
994,2027-09-21,Revenue,107,594,1281,428,794,0.4105,2.9504,123,2435,8,1.1743,0.9653,0,0.0002,1,2027-09,September,9,3,2027,Tuesday,-366,0.2874,Success
995,2027-09-22,Revenue,588,760,3754,1178,2434,0.7936,2.9276,3047,2235,1,0.8274,0.8463,0,0.0985,1,2027-09,September,9,3,2027,Wednesday,-1256,2.5866,Success
996,2027-09-23,Asset,2625,2655,2152,3480,3974,0.5758,1.2251,2240,1176,6,0.5714,0.8648,0,0.5149,0,2027-09,September,9,3,2027,Thursday,-494,0.6437,Failure
997,2027-09-24,Asset,676,1586,472,3363,1952,0.4064,1.7427,3317,1268,5,1.5354,0.9857,0,0.1165,1,2027-09,September,9,3,2027,Friday,1411,0.9863,Success
998,2027-09-25,Revenue,2758,3624,2787,2702,3778,0.5858,2.2906,2494,2574,8,1.4234,0.8933,0,0.5421,1,2027-09,September,9,3,2027,Saturday,-1076,0.923,Success
999,2027-09-26,Liability,796,2063,3203,3855,1266,0.2483,2.2297,4277,1354,9,1.1661,0.8496,0,0.141,1,2027-09,September,9,3,2027,Sunday,2589,1.1095,Success
1000,2027-09-27,Expense,3387,4041,2545,4521,831,0.4091,2.3535,1658,3848,3,1.6967,0.8206,0,0.6707,1,2027-09,September,9,3,2027,Monday,3690,0.3667,Success
